id,age,gender,zip_code,race,name,dob
8996,99,female,56017,silver,Ileana Bradtke,1921-04-04
8997,91,female,56013,gold,Jane Brakus,1929-07-27
8998,77,male,56019,bronze,Edmond Kuphal,1943-11-04
8999,87,male,56020,bronze,Loren Bergnaum,1933-03-27
9000,69,male,56012,bronze,Quintin Runolfsdottir,1951-11-16
9001,66,male,56015,bronze,Leandro Corwin,1954-05-27
9002,91,female,56016,bronze,Catalina Schneider,1929-10-04
9003,82,male,56017,gold,Scotty Mosciski,1938-03-15
9004,75,female,56016,bronze,Robbie Kertzmann,1945-12-07
9005,87,male,56018,gold,Stuart Crona,1933-12-24
9006,81,male,56014,bronze,Jewell Mayert,1939-09-29
9007,76,male,56013,gold,Erin Bogisich,1944-06-03
9008,81,male,56012,bronze,Thaddeus Stoltenberg,1939-09-25
9009,75,female,56021,bronze,Elvera Price,1945-09-11
9010,78,female,56018,gold,Lai Orn,1942-08-03
9011,90,female,56021,gold,Joan Bahringer,1930-03-19
9012,67,female,56019,gold,Wilhelmina Monahan,1953-09-09
9013,94,male,56017,gold,Fernando Harber,1926-10-25
9014,103,male,56014,gold,Jamal Turner,1917-07-04
9015,91,male,56021,bronze,Raleigh Hodkiewicz,1930-03-01
9016,65,male,56014,gold,Quinton Jacobi,1955-04-15
9017,82,male,56014,bronze,Roger Johns,1938-10-22
9018,101,male,56017,bronze,Franklyn Cormier,1920-02-02
9019,72,male,56019,gold,Robby Walter,1948-04-09
9020,95,female,56018,silver,America Beier,1925-12-16
9021,69,female,56012,silver,Thomasina Heller,1951-05-14
9022,68,male,56015,gold,Aubrey Dare,1952-12-25
9023,77,male,56013,bronze,Santos Hudson,1943-11-03
9024,83,female,56014,bronze,Ashlie Larkin,1937-09-06
9025,90,female,56016,silver,Lauretta Robel,1930-06-18
9026,66,female,56015,gold,Lindy Rolfson,1954-11-22
9027,75,female,56014,bronze,Verlene Boehm,1945-05-10
9028,89,female,56014,bronze,Maida Lueilwitz,1931-08-10
9029,77,male,56014,silver,Tyree Brekke,1943-08-04
9030,87,male,56012,silver,Vern Crooks,1933-04-24
9031,78,female,56019,silver,Bettina Brekke,1942-12-09
9032,104,male,56020,gold,Keith Von,1916-11-05
9033,97,male,56016,bronze,Eugenio Swift,1923-04-14
9034,84,female,56019,gold,Teodora Strosin,1936-09-16
9035,88,male,56021,bronze,Reed Feest,1932-04-20
9036,72,male,56019,bronze,Emanuel Bechtelar,1948-03-25
9037,103,male,56020,bronze,Shaun Prohaska,1917-07-15
9038,69,female,56017,silver,Pauline Corkery,1952-02-19
9039,86,female,56015,silver,Toni Schinner,1934-07-07
9040,72,male,56021,silver,Kim MacGyver,1948-05-10
9041,69,male,56016,gold,Jonathan Thompson,1951-09-07
9042,72,male,56020,silver,Matthew Bode,1948-04-17
9043,68,female,56018,silver,Beatriz Lubowitz,1952-08-27
9044,85,female,56019,bronze,Nena Herzog,1936-02-22
9045,70,female,56013,bronze,Carli Dicki,1951-02-08
9046,66,female,56012,gold,Kam Kuhlman,1954-12-16
9047,104,male,56016,bronze,Bill Bernier,1917-02-26
9048,100,male,56014,silver,Cornelius Casper,1920-10-13
9049,92,female,56013,silver,Lang Breitenberg,1928-07-18
9050,86,female,56020,bronze,Armandina Hudson,1934-05-07
9051,99,female,56018,silver,Aiko Romaguera,1921-03-24
9052,81,male,56016,bronze,Johnie Miller,1940-02-05
9053,96,female,56012,silver,Laticia Crooks,1924-03-18
9054,81,female,56015,gold,Cherish Dicki,1939-10-01
9055,76,female,56017,silver,Martine Cruickshank,1944-04-07
9056,89,female,56013,silver,Emma Kovacek,1931-10-04
9057,102,female,56019,gold,Tammi Hilll,1918-03-24
9058,83,female,56016,gold,Beulah Durgan,1937-07-19
9059,84,female,56012,bronze,Elva Jast,1936-04-26
9060,82,female,56012,silver,Niesha Purdy,1938-11-05
9061,74,male,56015,gold,Michal Turner,1946-05-26
9062,89,female,56013,bronze,Mariah Hudson,1931-10-24
9063,97,female,56016,gold,Colene Hoeger,1923-05-20
9064,82,male,56020,silver,Desmond Balistreri,1938-06-19
9065,66,female,56020,gold,Kendal Ortiz,1954-12-15
9066,72,female,56013,silver,Tarah Ruecker,1948-03-19
9067,90,female,56014,bronze,Maryanna Dietrich,1930-08-24
9068,73,male,56020,bronze,Titus Hagenes,1947-06-30
9069,88,female,56020,gold,Tasha Corwin,1932-06-21
9070,70,male,56012,silver,Ricky Kshlerin,1951-02-08
9071,91,male,56018,bronze,Lindsay Nitzsche,1929-06-06
9072,77,female,56019,bronze,Adrian Bartoletti,1943-08-14
9073,85,male,56021,bronze,Nicholas Ledner,1936-01-09
9074,103,male,56012,silver,Ira Nicolas,1917-04-13
9075,92,female,56018,silver,Carleen Nikolaus,1928-11-29
9076,70,female,56021,silver,Keren O'Kon,1950-03-24
9077,82,female,56016,silver,Gwyneth Kemmer,1938-05-11
9078,73,male,56013,bronze,Kendall Weimann,1947-10-12
9079,75,male,56014,bronze,Jamaal Osinski,1945-08-15
9080,71,female,56014,bronze,Shanda Kihn,1949-10-21
9081,80,male,56014,gold,Gerardo Kling,1940-07-16
9082,88,male,56017,silver,Bertram Lueilwitz,1933-03-08
9083,84,female,56016,bronze,Colleen Dietrich,1936-09-18
9084,81,male,56015,bronze,Jackson Stracke,1939-10-30
9085,68,female,56012,bronze,Vicki Marvin,1952-09-15
9086,83,female,56013,gold,Tressa Sporer,1937-05-31
9087,87,male,56016,gold,Dave Carroll,1933-05-20
9088,99,female,56013,gold,Liza Kilback,1921-12-06
9089,69,female,56019,bronze,Charlott Bechtelar,1951-12-01
9090,79,female,56013,bronze,Doreatha Labadie,1941-10-21
9091,71,female,56013,gold,Jackqueline O'Hara,1949-12-23
9092,94,female,56019,gold,Cayla Schumm,1926-05-21
9093,66,male,56016,bronze,Gail Sporer,1954-10-13
9094,88,female,56017,gold,Tonita Walsh,1932-03-21
9095,99,female,56015,gold,Ara Goldner,1922-01-21
9096,70,male,56018,silver,Len Thiel,1950-03-24
9097,82,male,56020,silver,Landon Emmerich,1938-08-12
9098,75,female,56014,silver,Liz Schaefer,1945-11-10
9099,99,female,56021,bronze,Contessa Reichert,1921-05-18
9100,93,female,56013,bronze,Glenda Braun,1928-01-10
9101,83,female,56021,gold,Deloras Kihn,1937-12-16
9102,93,female,56019,gold,Karyn Torp,1928-01-28
9103,97,female,56021,bronze,Charmaine Jerde,1923-10-08
9104,89,male,56019,gold,Bill Wehner,1931-04-03
9105,96,male,56021,silver,Marcus Berge,1924-04-03
9106,78,female,56021,gold,Georgeanna Price,1943-01-09
9107,80,female,56020,bronze,Bonnie Harber,1940-05-02
9108,87,male,56017,silver,Sammie Rau,1933-06-01
9109,103,female,56020,bronze,Jacquline Lindgren,1917-04-23
9110,99,female,56012,silver,Janetta Ward,1921-04-25
9111,81,female,56013,silver,Mafalda Harvey,1939-04-02
9112,98,male,56017,bronze,Aaron Bahringer,1922-11-30
9113,91,female,56020,gold,Nia Lockman,1930-02-15
9114,66,male,56017,bronze,Emory Hammes,1955-03-08
9115,66,male,56017,gold,Colby Hansen,1954-07-21
9116,93,male,56017,bronze,Colby Hettinger,1927-05-30
9117,77,female,56021,silver,Gilda Lindgren,1943-09-13
9118,87,female,56020,silver,Bettye Kirlin,1933-06-17
9119,81,female,56012,silver,Sabrina Hackett,1940-01-08
9120,101,female,56014,bronze,Un Wehner,1919-04-08
9121,70,male,56021,gold,George Zulauf,1951-01-25
9122,66,female,56020,silver,Chante Lemke,1954-07-09
9123,80,female,56019,bronze,Debroah Halvorson,1940-07-13
9124,97,female,56016,gold,Cristina Beahan,1923-03-30
9125,83,male,56017,gold,Hollis VonRueden,1937-04-29
9126,80,male,56015,gold,Dalton Emmerich,1940-08-28
9127,84,female,56020,gold,Wendolyn Fadel,1936-12-31
9128,75,male,56017,gold,Judson Lynch,1946-03-08
9129,75,male,56019,silver,Barney Legros,1945-08-12
9130,85,male,56017,bronze,Bill Crooks,1935-06-11
9131,104,female,56021,bronze,Alysa Kling,1917-01-20
9132,82,male,56020,gold,Wilbert Waelchi,1938-08-03
9133,94,male,56019,bronze,Jarrett Batz,1926-06-08
9134,66,female,56019,gold,Pennie Runte,1954-04-23
9135,103,female,56017,silver,Sarah Weissnat,1917-07-26
9136,81,female,56016,gold,Lauryn Osinski,1939-06-16
9137,91,male,56019,gold,Rolf Dicki,1929-05-10
9138,90,male,56020,silver,Deangelo Schroeder,1930-05-05
9139,96,female,56017,bronze,Merry Wisozk,1924-03-13
9140,68,female,56021,bronze,Eleni Beatty,1953-03-03
9141,100,male,56013,bronze,Merlin Borer,1920-06-19
9142,76,female,56016,bronze,Rashida Christiansen,1944-10-20
9143,68,female,56013,bronze,Julissa Ferry,1952-12-23
9144,104,male,56016,silver,Pablo Farrell,1916-09-18
9145,100,male,56014,bronze,Jude Lind,1920-07-23
9146,78,male,56012,gold,Shaun Connelly,1942-07-17
9147,81,female,56020,gold,Estella Keeling,1939-07-06
9148,85,female,56014,bronze,Mignon Glover,1936-02-24
9149,78,female,56013,silver,Estella Stroman,1942-04-05
9150,86,male,56017,silver,Keith Hilll,1934-10-06
9151,88,male,56016,silver,Ned Sawayn,1933-02-10
9152,75,male,56020,gold,Rhett Mosciski,1946-01-20
9153,79,female,56019,gold,Sherell Grant,1942-02-02
9154,78,female,56017,bronze,Marg Williamson,1942-07-31
9155,93,female,56014,gold,Clarinda Beahan,1927-11-15
9156,68,female,56017,bronze,Lillie Kassulke,1952-05-09
9157,89,female,56016,silver,Zona Bogan,1931-06-15
9158,73,female,56017,bronze,Han Schowalter,1947-06-05
9159,103,female,56014,silver,Elia Bartell,1918-02-23
9160,80,male,56018,gold,Curt Weissnat,1940-04-16
9161,103,female,56015,bronze,Misti Schmeler,1917-04-10
9162,89,female,56018,silver,Ivey Sipes,1931-12-24
9163,90,male,56020,gold,Matthew Gerhold,1931-02-07
9164,67,male,56014,bronze,Chas Steuber,1954-01-14
9165,77,male,56017,gold,Stanley Brown,1943-07-06
9166,89,female,56015,silver,Cleta Little,1932-02-15
9167,79,female,56019,silver,Sherrie Aufderhar,1941-03-11
9168,82,female,56013,gold,Mackenzie Okuneva,1939-02-09
9169,80,male,56020,gold,Winford Kuhn,1940-10-13
9170,94,female,56012,gold,Jerrie Doyle,1927-01-27
9171,85,male,56013,bronze,Joesph Hickle,1935-10-11
9172,95,female,56018,gold,Tegan Labadie,1925-04-25
9173,78,male,56017,gold,Sammy Osinski,1943-02-05
9174,79,male,56015,silver,Cleveland Cole,1941-12-22
9175,78,female,56013,silver,Dusty Lueilwitz,1942-07-05
9176,73,male,56021,gold,Wayne Hammes,1947-12-26
9177,74,female,56021,silver,Birgit Reichert,1946-12-05
9178,70,male,56020,bronze,Jerrell Murazik,1950-08-17
9179,103,female,56012,bronze,Ashley Lueilwitz,1917-11-03
9180,100,female,56015,silver,Lean Leffler,1920-07-08
9181,74,female,56018,gold,Esta Murray,1946-08-25
9182,87,male,56020,gold,Nathaniel Cronin,1933-04-19
9183,100,female,56017,silver,Jacqueline Thompson,1920-04-17
9184,76,male,56013,bronze,Thurman Funk,1944-08-23
9185,93,female,56019,bronze,Shawnta Kerluke,1928-01-08
9186,83,female,56021,bronze,Darnell Altenwerth,1937-12-02
9187,84,male,56021,gold,Gabriel Mosciski,1936-06-26
9188,69,female,56021,bronze,Annabel Wisozk,1951-03-17
9189,79,female,56015,gold,Wendolyn Stokes,1942-01-02
9190,67,female,56013,gold,Lesia Larson,1953-10-13
9191,100,male,56017,gold,Clayton Rice,1920-04-04
9192,70,female,56019,silver,Natosha Pollich,1950-08-18
9193,70,male,56017,gold,Wilmer DuBuque,1950-08-21
9194,91,male,56021,gold,Tony Braun,1929-10-28
9195,102,male,56017,gold,Sean Feest,1918-06-30
9196,75,male,56019,gold,Hugh Rath,1945-06-02
9197,97,male,56020,silver,Wilbert Kling,1923-06-25
9198,70,female,56013,silver,Alene Pollich,1951-01-12
9199,73,female,56018,bronze,Simona Zieme,1947-09-15
9200,80,female,56012,silver,Marguerite Romaguera,1941-01-21
9201,88,male,56014,bronze,Jeffry Deckow,1932-10-27
9202,87,female,56014,bronze,Vina Dibbert,1933-08-22
9203,72,female,56017,silver,Elouise Pfeffer,1949-01-17
9204,79,male,56016,bronze,Wyatt Koch,1941-10-25
9205,84,female,56014,silver,Sheryl Wilkinson,1936-08-21
9206,72,male,56015,bronze,Dannie Sanford,1948-07-12
9207,74,male,56021,silver,Rodrick Bradtke,1946-03-30
9208,90,male,56016,silver,Steven Bernhard,1930-11-18
9209,67,male,56013,silver,Emmitt Gutmann,1953-04-16
9210,71,male,56013,gold,Murray Koepp,1949-03-11
9211,103,male,56013,bronze,Ross Hayes,1917-10-21
9212,84,female,56021,gold,Tommye Christiansen,1936-09-06
9213,89,male,56020,silver,Stanton Funk,1931-11-28
9214,73,male,56014,gold,Laurence Schamberger,1948-02-15
9215,87,male,56021,bronze,Marty Windler,1933-06-04
9216,74,female,56015,bronze,Teisha Heidenreich,1946-11-09
9217,104,female,56021,gold,Neta Ryan,1916-12-16
9218,80,female,56017,bronze,Esta Gutkowski,1941-02-03
9219,96,female,56017,gold,Lasandra Wintheiser,1924-04-06
9220,77,male,56020,silver,Everett Emmerich,1943-09-22
9221,73,male,56015,silver,Jamar Streich,1948-02-25
9222,104,female,56014,silver,Leia McKenzie,1916-12-20
9223,97,male,56014,bronze,Monte Morissette,1923-03-24
9224,87,male,56012,silver,Hollis Kiehn,1933-05-28
9225,74,female,56019,silver,Reynalda Kautzer,1946-10-29
9226,100,male,56015,bronze,Orlando Runolfsson,1920-03-27
9227,92,female,56020,gold,Sandi Auer,1928-11-14
9228,93,male,56013,gold,Tony Willms,1927-12-24
9229,81,male,56019,silver,Kendrick Wunsch,1939-03-11
9230,87,male,56013,gold,Stacy Sipes,1933-04-11
9231,76,female,56017,gold,Hilma Hand,1944-06-18
9232,71,female,56014,silver,Paul Kub,1949-05-19
9233,96,female,56017,gold,Chloe West,1924-11-02
9234,104,female,56013,gold,Dina Daugherty,1916-06-11
9235,85,female,56016,bronze,Alena Ryan,1935-12-04
9236,71,male,56020,gold,Jeremiah Schamberger,1949-06-27
9237,79,female,56018,gold,Lenna Ward,1941-10-22
9238,68,male,56014,bronze,Eldon Brekke,1952-06-03
9239,72,female,56017,bronze,Brett Botsford,1948-11-14
9240,93,male,56019,bronze,Leonel Daniel,1927-06-12
9241,90,female,56014,silver,Dia Lindgren,1930-05-22
9242,104,male,56020,silver,Waldo Botsford,1916-08-17
9243,83,male,56021,gold,Toby Schoen,1937-09-09
9244,77,male,56012,silver,Fredric Denesik,1943-06-15
9245,81,female,56020,silver,Denna Botsford,1939-11-11
9246,95,female,56015,bronze,Kyle Hammes,1926-01-22
9247,72,female,56019,bronze,Cristina Erdman,1948-11-02
9248,91,male,56016,bronze,Antoine Luettgen,1929-12-09
9249,93,male,56021,silver,Randall Lind,1927-03-16
9250,80,male,56020,gold,Romeo Lemke,1940-07-01
9251,69,female,56017,silver,Wendie Walker,1951-12-02
9252,81,female,56015,gold,Armida Wyman,1939-04-28
9253,72,male,56015,gold,Norris Cassin,1949-01-05
9254,73,female,56016,silver,Cristie Kuhn,1948-02-06
9255,95,female,56019,silver,Jamey Ankunding,1925-10-12
9256,84,male,56013,bronze,Hershel Bartell,1937-01-20
9257,89,female,56021,bronze,Russell Feest,1932-01-28
9258,69,female,56020,silver,Angie Carter,1951-07-12
9259,69,female,56019,bronze,Lessie Pagac,1951-10-14
9260,99,female,56016,silver,Elizabet Dooley,1921-10-17
9261,104,female,56013,bronze,Doreatha Sipes,1916-07-13
9262,104,male,56021,gold,Sebastian Williamson,1916-11-15
9263,102,male,56017,gold,Hoyt Weissnat,1918-08-23
9264,102,female,56013,bronze,Roxy Yundt,1918-04-21
9265,96,female,56019,gold,Roma Littel,1924-10-24
9266,78,male,56018,bronze,Emanuel Klein,1942-05-09
9267,100,male,56016,gold,William White,1921-02-18
9268,102,female,56016,silver,Ha Wehner,1918-04-20
9269,91,female,56017,gold,Eula Mitchell,1929-11-15
9270,87,female,56017,silver,Thalia Dietrich,1934-02-20
9271,92,female,56020,bronze,Marcy Fisher,1928-12-03
9272,66,male,56018,gold,Sam Terry,1954-03-26
9273,101,male,56012,gold,Elijah Sauer,1919-08-22
9274,70,female,56014,bronze,Sheilah O'Keefe,1950-06-18
9275,68,male,56019,bronze,Tom Keeling,1952-04-16
9276,84,female,56012,silver,Rosalind Olson,1936-11-26
9277,67,female,56016,silver,Shay Schmidt,1953-09-10
9278,70,male,56020,silver,Steven Jast,1950-11-19
9279,87,female,56015,gold,Meta Haley,1933-05-20
9280,85,female,56013,gold,Moira Gutkowski,1935-11-03
9281,102,female,56014,bronze,Elna Weissnat,1918-03-21
9282,88,male,56012,gold,Kerry Cassin,1933-02-20
9283,73,male,56021,silver,Augustus Cummings,1947-11-14
9284,80,female,56012,bronze,Stephaine Barton,1940-08-27
9285,69,male,56015,silver,Olen Farrell,1951-12-19
9286,84,male,56013,silver,Val Ward,1937-02-09
9287,89,female,56020,gold,Ann Kling,1931-09-27
9288,99,female,56014,silver,Sina Zboncak,1921-03-12
9289,76,male,56019,gold,Ezra Simonis,1944-12-28
9290,86,female,56020,silver,Corrin Beer,1935-01-06
9291,103,female,56021,gold,Fe Price,1917-04-20
9292,73,male,56019,gold,Micheal Powlowski,1947-10-31
9293,99,female,56013,gold,Christena Monahan,1921-07-20
9294,94,female,56021,gold,Ophelia Hane,1926-11-17
9295,89,male,56018,silver,James Witting,1931-09-19
9296,88,male,56019,gold,Dalton Orn,1933-02-21
9297,79,male,56015,bronze,Preston Barrows,1942-01-07
9298,85,female,56020,silver,Ruthie Waters,1935-10-01
9299,104,female,56019,gold,Veronique Medhurst,1916-04-29
9300,104,male,56014,silver,Man Kuhn,1916-09-20
9301,101,male,56016,bronze,Gilbert Brekke,1919-11-12
9302,91,female,56014,gold,Karie Koelpin,1929-12-02
9303,97,male,56018,bronze,Bryan Champlin,1923-12-25
9304,93,female,56012,gold,Pa Pacocha,1927-11-15
9305,83,female,56012,gold,Liliana Vandervort,1937-04-23
9306,94,male,56018,silver,Jeff Witting,1926-12-14
9307,95,male,56013,bronze,Wade Mosciski,1925-09-11
9308,65,female,56015,gold,Kiley Schiller,1955-10-14
9309,102,female,56012,bronze,Joshua West,1918-12-26
9310,93,male,56016,silver,Henry Lemke,1927-08-23
9311,68,male,56020,bronze,Frederick Koelpin,1952-09-29
9312,74,female,56014,bronze,Yolanda Jast,1947-02-25
9313,76,male,56018,silver,Faustino Rogahn,1944-04-10
9314,91,male,56015,gold,Fidel Balistreri,1929-09-11
9315,81,male,56019,silver,Cecil Gibson,1939-07-27
9316,88,male,56021,gold,Cary Hagenes,1932-06-09
9317,81,male,56019,bronze,Wade Gulgowski,1939-08-29
9318,97,male,56021,gold,Hal Shields,1923-04-14
9319,86,female,56018,bronze,Gerri Murazik,1934-06-15
9320,79,male,56015,gold,Tad Jerde,1941-07-10
9321,87,male,56018,silver,Noel Tromp,1933-08-01
9322,97,male,56017,silver,Dee Stamm,1923-08-18
9323,102,female,56016,gold,Velda Larkin,1918-10-22
9324,78,male,56016,gold,Wilfredo Borer,1942-09-29
9325,102,female,56012,gold,Rolande Lindgren,1919-02-17
9326,81,female,56013,bronze,Despina Koch,1939-11-30
9327,91,male,56016,bronze,Anton Wiegand,1929-04-29
9328,73,female,56021,silver,Doris Champlin,1947-04-03
9329,91,female,56016,gold,Mariam Dare,1929-04-13
9330,103,male,56021,bronze,Ezequiel Rowe,1918-03-07
9331,77,male,56013,gold,Bruno Green,1943-09-03
9332,77,male,56015,silver,Virgil Conroy,1943-08-04
9333,67,female,56012,silver,Chere Lakin,1953-11-02
9334,73,female,56017,gold,Bobbie Champlin,1947-07-04
9335,79,male,56012,bronze,Lyndon Reichel,1941-05-26
9336,85,female,56021,gold,Gwenda Lueilwitz,1935-07-09
9337,94,male,56015,bronze,Pierre Rempel,1926-04-04
9338,87,female,56018,silver,Fairy Trantow,1933-04-09
9339,103,male,56013,silver,Nick Wolff,1917-10-03
9340,71,female,56021,bronze,Fiona Wisozk,1949-08-17
9341,67,male,56019,silver,Curtis Hettinger,1953-11-01
9342,102,female,56013,bronze,Cordia Weimann,1918-09-05
9343,84,female,56015,bronze,Raisa Homenick,1936-05-07
9344,83,male,56017,silver,Hubert Lesch,1937-07-10
9345,83,male,56018,bronze,Blair Predovic,1938-01-11
9346,91,female,56013,gold,Erika Walker,1929-05-16
9347,68,male,56014,silver,Alfred Mann,1952-05-08
9348,78,male,56012,silver,Otha Rodriguez,1942-03-29
9349,68,female,56019,silver,Tiffiny Barton,1952-03-14
9350,88,male,56012,bronze,Les Maggio,1932-09-12
9351,98,female,56017,gold,Lavonda Ledner,1923-01-14
9352,80,male,56016,silver,Carmine Koch,1940-07-06
9353,84,male,56018,silver,Sandy Marquardt,1936-05-26
9354,104,male,56017,silver,Shannon Fadel,1916-04-12
9355,68,female,56016,gold,Eliz Medhurst,1952-05-14
9356,81,male,56018,bronze,Jack Jacobi,1939-09-27
9357,66,male,56019,silver,Wayne Rohan,1954-12-20
9358,96,female,56015,gold,Marth Berge,1925-01-24
9359,75,male,56020,silver,Gerardo Nolan,1945-08-20
9360,76,male,56015,gold,Tyron Renner,1944-11-01
9361,102,male,56014,silver,Robbie Dicki,1918-09-01
9362,74,female,56021,gold,Jodie Wilkinson,1946-03-28
9363,102,female,56014,silver,Debra Bogisich,1918-06-01
9364,102,male,56020,gold,Long Larkin,1918-05-01
9365,87,female,56018,bronze,Chelsie Pagac,1933-12-02
9366,103,male,56013,gold,Denis Ziemann,1917-03-15
9367,87,male,56016,bronze,Carlos Mann,1933-06-03
9368,100,female,56013,gold,Elyse Larson,1920-10-26
9369,102,male,56014,gold,Marcel Leuschke,1918-04-24
9370,70,female,56015,bronze,Sharron Williamson,1950-11-04
9371,94,female,56016,silver,Clarinda Nikolaus,1926-06-20
9372,76,male,56019,gold,Antione Cartwright,1944-07-27
9373,72,female,56012,silver,Tessa Runte,1948-12-14
9374,71,male,56018,bronze,Freeman Conn,1949-09-06
9375,90,female,56017,gold,Kendall Wiegand,1930-04-02
9376,98,male,56019,gold,Stacy Wunsch,1922-07-19
9377,87,male,56016,silver,Elliott Gulgowski,1933-07-07
9378,98,female,56020,silver,Waltraud Powlowski,1923-02-23
9379,65,male,56019,gold,Sammie Wunsch,1955-03-25
9380,102,male,56017,silver,Hershel Hahn,1918-06-04
9381,92,male,56016,bronze,Tom Nader,1928-09-19
9382,79,female,56014,silver,Carmela Reilly,1942-02-06
9383,88,male,56020,bronze,Rodney Considine,1932-12-01
9384,71,male,56013,silver,Van Beahan,1950-02-22
9385,73,female,56012,gold,Chantal Leffler,1947-09-02
9386,101,female,56012,bronze,Dionna Lebsack,1919-03-25
9387,80,female,56017,silver,Yael Lang,1940-08-25
9388,86,male,56020,gold,Edmundo Beatty,1934-04-02
9389,97,male,56016,bronze,Graham Feil,1923-04-19
9390,87,female,56015,silver,Sheree Denesik,1933-05-12
9391,104,female,56015,bronze,Tifany Dach,1916-12-31
9392,80,male,56020,gold,Graham Russel,1941-02-11
9393,91,male,56020,bronze,Dick Tillman,1929-09-26
9394,75,female,56017,gold,Isadora Hirthe,1945-09-02
9395,100,male,56016,bronze,Joan Trantow,1921-01-20
9396,72,male,56012,bronze,Elroy Walsh,1948-05-12
9397,76,female,56017,bronze,Maryanne Lind,1944-04-12
9398,104,male,56014,gold,Santos Ebert,1916-12-30
9399,65,female,56013,bronze,Vicenta Romaguera,1955-09-17
9400,101,male,56018,bronze,Lemuel Jacobs,1919-07-09
9401,102,female,56017,bronze,Eddie Moen,1918-09-08
9402,75,male,56020,bronze,Lincoln Rodriguez,1945-05-04
9403,99,male,56017,bronze,Alphonso Ebert,1921-12-28
9404,66,female,56017,silver,Kristian Nitzsche,1955-01-24
9405,72,male,56020,gold,Eldridge Franecki,1948-11-27
9406,100,male,56021,bronze,Loren Reilly,1920-06-13
9407,84,female,56017,gold,Gisela Nader,1937-01-02
9408,89,male,56020,bronze,Edwin Cronin,1931-12-15
9409,80,female,56019,silver,Joey Jacobs,1940-11-20
9410,72,male,56020,silver,Oscar Breitenberg,1948-03-25
9411,71,female,56016,gold,Shantae Dietrich,1950-02-24
9412,80,male,56014,silver,Otis West,1940-05-23
9413,83,male,56016,gold,Bart Farrell,1937-10-16
9414,74,female,56017,bronze,Meta Keeling,1946-07-06
9415,98,male,56016,gold,Norberto Schmidt,1923-01-06
9416,97,female,56017,gold,Christeen Kunde,1923-03-22
9417,77,female,56012,bronze,Eloise Heaney,1944-01-14
9418,100,male,56016,silver,Arturo Fritsch,1920-07-21
9419,80,female,56014,gold,Ayako Batz,1941-02-02
9420,76,male,56017,bronze,Morton Bode,1945-02-02
9421,66,male,56018,bronze,Bernard Johnston,1954-08-15
9422,85,female,56020,gold,Adrienne Heaney,1935-10-13
9423,70,male,56013,gold,Vincenzo Kovacek,1950-11-09
9424,76,female,56014,silver,Muoi Spencer,1944-11-23
9425,80,male,56012,silver,Mac Willms,1940-10-21
9426,96,male,56020,gold,Randal Hessel,1925-03-03
9427,76,male,56015,silver,Claud Blick,1944-08-15
9428,87,male,56017,gold,Sam Roob,1933-10-21
9429,66,female,56015,gold,Lottie Dietrich,1954-04-02
9430,85,male,56016,gold,Xavier King,1935-04-03
9431,102,male,56016,gold,Alejandro Torphy,1918-11-01
9432,86,female,56013,gold,Estrella Haag,1934-11-07
9433,66,male,56017,silver,Bernardo Kunze,1954-06-08
9434,100,female,56017,silver,Ming Schmidt,1920-03-10
9435,65,male,56013,bronze,Bret Turcotte,1955-07-06
9436,96,female,56015,bronze,Nickole Kemmer,1924-03-11
9437,75,male,56019,silver,Demetrius McLaughlin,1945-06-20
9438,77,male,56012,silver,Leslie Gusikowski,1943-07-01
9439,71,male,56018,bronze,Emery Wisozk,1949-03-17
9440,90,male,56015,silver,Ezekiel Torp,1930-11-19
9441,82,female,56014,gold,Brenda Brakus,1938-11-27
9442,88,male,56016,gold,Vincent Mueller,1932-03-14
9443,99,female,56020,silver,Alice Farrell,1921-12-02
9444,91,female,56016,silver,Irina Bashirian,1929-04-21
9445,91,female,56020,bronze,Maida Senger,1929-12-17
9446,89,female,56018,silver,Thersa Jenkins,1931-06-10
9447,65,male,56016,silver,Dick Corwin,1955-10-05
9448,104,male,56018,silver,Samuel Bayer,1917-02-03
9449,99,male,56014,silver,Brady O'Keefe,1921-11-10
9450,73,male,56013,gold,Jacinto Klein,1947-08-18
9451,94,female,56013,silver,Kandis Monahan,1926-04-26
9452,76,female,56021,bronze,Charmaine Jerde,1945-01-29
9453,65,female,56021,bronze,Johana Carroll,1955-06-14
9454,75,female,56017,bronze,Patrica Wuckert,1945-07-23
9455,98,female,56019,gold,Caitlyn White,1923-01-17
9456,101,male,56013,silver,Sergio Ruecker,1919-10-28
9457,85,male,56013,silver,Garrett Langosh,1935-10-10
9458,99,female,56013,gold,Babette Walsh,1922-02-05
9459,75,female,56015,gold,Jenniffer Blanda,1945-04-10
9460,89,female,56017,silver,Octavia Stamm,1932-02-09
9461,71,male,56019,bronze,Thad Hermann,1949-10-22
9462,97,female,56017,silver,Nita Kuvalis,1923-08-27
9463,102,female,56020,silver,Cherry Reinger,1918-03-26
9464,69,male,56019,bronze,Kim Wintheiser,1951-12-04
9465,80,female,56019,bronze,Carolyne Stamm,1940-12-17
9466,73,female,56012,gold,Brinda Quigley,1947-08-02
9467,75,male,56016,bronze,Dick Borer,1946-02-08
9468,101,male,56012,gold,Wendell Hoppe,1920-02-07
9469,91,male,56021,bronze,Anibal Daniel,1929-08-07
9470,70,female,56016,bronze,Lashell Zulauf,1951-02-18
9471,89,male,56014,bronze,Mervin Hand,1932-01-23
